,rule,alpha,d_ini,level_3,n_cell,count,actual_run_num,mean_2,mean_3
1648,7,0.55,0.7,mean,400,199.5,500.0,1.282358124818761,1.606749138700926
1649,7,0.55,0.75,mean,400,199.5,499.8625,1.2774829506360994,1.6015937831902798
1650,7,0.55,0.8,mean,400,199.5,499.9875,1.2786147429505526,1.6045598115425224
1651,7,0.6,0.2,mean,400,199.5,500.0,1.3032745016050395,1.6541662348200834
1652,7,0.6,0.25,mean,400,199.5,500.0,1.3079875899511209,1.6538470095714484
1653,7,0.6,0.3,mean,400,199.5,500.0,1.3041046884131082,1.6459954340143392
1654,7,0.6,0.35,mean,400,199.5,500.0,1.2992872927790304,1.645064437193683
1655,7,0.6,0.4,mean,400,199.5,500.0,1.3089219423193665,1.657458817309055
1656,7,0.6,0.45,mean,400,199.5,500.0,1.3105505257913048,1.6534708538701821
1657,7,0.6,0.5,mean,400,199.5,500.0,1.307886565352882,1.6518211075759115
1658,7,0.6,0.55,mean,400,199.5,500.0,1.3067365620681501,1.6539147096768985
1659,7,0.6,0.6,mean,400,199.5,500.0,1.3075616142512445,1.655144336896268
1660,7,0.6,0.65,mean,400,199.5,500.0,1.3079635352963552,1.656639076315486
1661,7,0.6,0.7,mean,400,199.5,500.0,1.315124589661237,1.6597636726299558
1662,7,0.6,0.75,mean,400,199.5,500.0,1.3082438487321415,1.6514440473452359
1663,7,0.6,0.8,mean,400,199.5,500.0,1.3096665325087138,1.6527654196752513
1664,7,0.65,0.2,mean,400,199.5,500.0,1.3583575288702638,1.740006734685975
1665,7,0.65,0.25,mean,400,199.5,500.0,1.357282490503172,1.7411830243717943
1666,7,0.65,0.3,mean,400,199.5,500.0,1.3525261333175858,1.7320065496606623
1667,7,0.65,0.35,mean,400,199.5,500.0,1.3507473095782836,1.7361093407153083
1668,7,0.65,0.4,mean,400,199.5,500.0,1.3429503638138223,1.7250568878637307
1669,7,0.65,0.45,mean,400,199.5,500.0,1.3543275993197224,1.7352739408135955
1670,7,0.65,0.5,mean,400,199.5,499.995,1.3583761241172225,1.7374989740463669
1671,7,0.65,0.55,mean,400,199.5,500.0,1.3469353138570088,1.7237736501867638
1672,7,0.65,0.6,mean,400,199.5,500.0,1.3522985785499668,1.732231495258811
1673,7,0.65,0.65,mean,400,199.5,500.0,1.352646623053437,1.7348710997387145
1674,7,0.65,0.7,mean,400,199.5,500.0,1.3531540544883125,1.739361773359309
1675,7,0.65,0.75,mean,400,199.5,500.0,1.3604315737063075,1.7407283996930292
1676,7,0.65,0.8,mean,400,199.5,500.0,1.357951295512665,1.7447688312533405
1677,7,0.7,0.2,mean,400,199.5,500.0,1.4356204295249526,1.8806956477859933
1678,7,0.7,0.25,mean,400,199.5,499.6325,1.4380984932594723,1.8901617931245456
1679,7,0.7,0.3,mean,400,199.5,499.685,1.4440645191588302,1.8942549807295632
1680,7,0.7,0.35,mean,400,199.5,500.0,1.4407007048236138,1.887087899531543
1681,7,0.7,0.4,mean,400,199.5,500.0,1.4414700665560054,1.8907487144547435
1682,7,0.7,0.45,mean,400,199.5,500.0,1.4429367629740002,1.8929975975454914
1683,7,0.7,0.5,mean,400,199.5,500.0,1.440496643862491,1.8901187629213496
1684,7,0.7,0.55,mean,400,199.5,500.0,1.4403196110560088,1.8891616800054305
1685,7,0.7,0.6,mean,400,199.5,499.6275,1.4395300149508887,1.8859484103173065
1686,7,0.7,0.65,mean,400,199.5,500.0,1.4383588318594949,1.8867547298555498
1687,7,0.7,0.7,mean,400,199.5,500.0,1.4372195033431838,1.8821659819997563
1688,7,0.7,0.75,mean,400,199.5,500.0,1.442046520313651,1.8914257965048236
1689,7,0.7,0.8,mean,400,199.5,500.0,1.440487991459519,1.8898198411236233
1690,7,0.75,0.2,mean,400,199.5,500.0,1.6078031757057523,2.1820322580715725
1691,7,0.75,0.25,mean,400,199.5,500.0,1.6058098153572953,2.1841338333159004
1692,7,0.75,0.3,mean,400,199.5,500.0,1.5988781846418327,2.1728428896947
1693,7,0.75,0.35,mean,400,199.5,500.0,1.6012971640130518,2.174375865637346
1694,7,0.75,0.4,mean,400,199.5,500.0,1.6042552357934992,2.174657768555183
1695,7,0.75,0.45,mean,400,199.5,500.0,1.604204062305878,2.1749484154715764
1696,7,0.75,0.5,mean,400,199.5,500.0,1.6088043444898208,2.181451490917402
1697,7,0.75,0.55,mean,400,199.5,500.0,1.605737558246699,2.180185899869835
1698,7,0.75,0.6,mean,400,199.5,500.0,1.6066245919834605,2.183437109200047
1699,7,0.75,0.65,mean,400,199.5,500.0,1.6054638143451985,2.1792963535663343
1700,7,0.75,0.7,mean,400,199.5,500.0,1.608448060809467,2.182083995511539
1701,7,0.75,0.75,mean,400,199.5,500.0,1.6028155660792494,2.1777820190496624
1702,7,0.75,0.8,mean,400,199.5,500.0,1.5999714644546252,2.172345168751468
1703,7,0.8,0.2,mean,400,199.5,500.0,1.8373743319540288,2.603207038727394
1704,7,0.8,0.25,mean,400,199.5,500.0,1.8424845840901076,2.6129293601604995
1705,7,0.8,0.3,mean,400,199.5,500.0,1.8423602326390005,2.61096276696499
1706,7,0.8,0.35,mean,400,199.5,500.0,1.8421194933498253,2.6104040508095996
1707,7,0.8,0.4,mean,400,199.5,500.0,1.8417600932296612,2.610281084048197
1708,7,0.8,0.45,mean,400,199.5,500.0,1.841402780743284,2.6089315267094686
1709,7,0.8,0.5,mean,400,199.5,500.0,1.8402953676185905,2.608278606139338
1710,7,0.8,0.55,mean,400,199.5,500.0,1.8427974499419413,2.6098703386561173
1711,7,0.8,0.6,mean,400,199.5,500.0,1.8399319035120496,2.60323339782511
1712,7,0.8,0.65,mean,400,199.5,500.0,1.841485681040675,2.608147471720696
1713,7,0.8,0.7,mean,400,199.5,500.0,1.8394278863690097,2.6057000053411357
1714,7,0.8,0.75,mean,400,199.5,500.0,1.8362183947892923,2.6019489664346764
1715,7,0.8,0.8,mean,400,199.5,500.0,1.837361128259709,2.602993354479143
1716,7,0.85,0.2,mean,400,199.5,500.0,1.9627187034037903,2.850558611592628
1717,7,0.85,0.25,mean,400,199.5,500.0,1.9640466426594745,2.853239842950904
1718,7,0.85,0.3,mean,400,199.5,500.0,1.9655655949788693,2.8546563444515614
1719,7,0.85,0.35,mean,400,199.5,500.0,1.9660607983556682,2.8559369571430357
1720,7,0.85,0.4,mean,400,199.5,500.0,1.9668594360158604,2.8565528060430667
1721,7,0.85,0.45,mean,400,199.5,500.0,1.9671667699658315,2.8571892209724394
1722,7,0.85,0.5,mean,400,199.5,500.0,1.9669793468264345,2.8574096938674147
1723,7,0.85,0.55,mean,400,199.5,500.0,1.9661451013721307,2.8555948605927415
1724,7,0.85,0.6,mean,400,199.5,500.0,1.9655228211640272,2.8547043984458464
1725,7,0.85,0.65,mean,400,199.5,500.0,1.9644260493205088,2.85253516443182
1726,7,0.85,0.7,mean,400,199.5,500.0,1.963066181953815,2.8516521267095403
1727,7,0.85,0.75,mean,400,199.5,500.0,1.961885723611438,2.8501046398260472
1728,7,0.85,0.8,mean,400,199.5,500.0,1.960806766771466,2.8484745698628102
1729,7,0.9,0.2,mean,400,199.5,500.0,1.9087600294468026,2.7614918289541377
1730,7,0.9,0.25,mean,400,199.5,500.0,1.9127827741418324,2.7669701313016386
1731,7,0.9,0.3,mean,400,199.5,500.0,1.9172786471951806,2.7728960455017724
1732,7,0.9,0.35,mean,400,199.5,500.0,1.919081431737646,2.7756692264075142
1733,7,0.9,0.4,mean,400,199.5,500.0,1.9208807679662991,2.777991633438873
1734,7,0.9,0.45,mean,400,199.5,500.0,1.9219647310576897,2.779793688724143
1735,7,0.9,0.5,mean,400,199.5,500.0,1.9208834930309076,2.778024958078764
1736,7,0.9,0.55,mean,400,199.5,500.0,1.9197684500744412,2.7765177415501507
1737,7,0.9,0.6,mean,400,199.5,500.0,1.916586030108212,2.7723451057397885
1738,7,0.9,0.65,mean,400,199.5,500.0,1.9141160362922063,2.768838290689055
1739,7,0.9,0.7,mean,400,199.5,500.0,1.9104700410335347,2.7635061729821406
1740,7,0.9,0.75,mean,400,199.5,500.0,1.907044047113947,2.758942715216006
1741,7,0.9,0.8,mean,400,199.5,500.0,1.9043897249761597,2.7551546924034698
1742,7,0.95,0.2,mean,400,199.5,500.0,1.6493662013493076,2.3018852877394944
1743,7,0.95,0.25,mean,400,199.5,500.0,1.6678879842278078,2.326145660971168
1744,7,0.95,0.3,mean,400,199.5,500.0,1.6890322062360499,2.353776033666264
1745,7,0.95,0.35,mean,400,199.5,500.0,1.707593540806657,2.3785541950877955
1746,7,0.95,0.4,mean,400,199.5,500.0,1.7182326225494873,2.391410831625445
1747,7,0.95,0.45,mean,400,199.5,500.0,1.720966832390048,2.3948255770982843
1748,7,0.95,0.5,mean,400,199.5,500.0,1.7170226082822557,2.390095974844719
1749,7,0.95,0.55,mean,400,199.5,500.0,1.7033325239479218,2.372876177715322
1750,7,0.95,0.6,mean,400,199.5,500.0,1.687995846494519,2.351957383097659
1751,7,0.95,0.65,mean,400,199.5,500.0,1.6751441782466523,2.3365140864931018
1752,7,0.95,0.7,mean,400,199.5,500.0,1.6495597353325226,2.3025683548835785
1753,7,0.95,0.75,mean,400,199.5,500.0,1.630013107127272,2.2766804422598983
1754,7,0.95,0.8,mean,400,199.5,500.0,1.620297269762596,2.263858656735167
1755,7,1.0,0.2,mean,400,199.5,500.0,0.7653088406740725,1.0125436266516747
1756,7,1.0,0.25,mean,400,199.5,500.0,1.0113509996278642,1.3448252959104148
1757,7,1.0,0.3,mean,400,199.5,500.0,1.228230077957175,1.6357317311429609
1758,7,1.0,0.35,mean,400,199.5,500.0,1.4048317837749875,1.8750389770988503
1759,7,1.0,0.4,mean,400,199.5,500.0,1.50546995000191,2.0100693002796386
1760,7,1.0,0.45,mean,400,199.5,500.0,1.5386240758579826,2.052225609041742
1761,7,1.0,0.5,mean,400,199.5,500.0,1.5004676956191847,2.0000105271464803
1762,7,1.0,0.55,mean,400,199.5,500.0,1.3843486604239543,1.842233107890461
1763,7,1.0,0.6,mean,400,199.5,500.0,1.2151220863530228,1.6127199493684106
1764,7,1.0,0.65,mean,400,199.5,500.0,1.002097200080804,1.3260266530211808
1765,7,1.0,0.7,mean,400,199.5,500.0,0.7890097122525279,1.039193954146232
1766,7,1.0,0.75,mean,400,199.5,500.0,0.5309893289286625,0.6929238778701046
1767,7,1.0,0.8,mean,400,199.5,500.0,0.33770525779878374,0.4336644636285999
1768,8,0.2,0.2,mean,400,199.5,25.565,0.4539830683862571,0.6675164761758842
1769,8,0.2,0.25,mean,400,199.5,27.4,0.5078233560522859,0.7451223827880585
1770,8,0.2,0.3,mean,400,199.5,28.0875,0.5611765508946664,0.8238844378426827
1771,8,0.2,0.35,mean,400,199.5,29.5375,0.601124512060686,0.8852994338352725
1772,8,0.2,0.4,mean,400,199.5,30.1425,0.6445082449049506,0.9498621465547794
1773,8,0.2,0.45,mean,400,199.5,30.6625,0.68339242418549,1.0087207851123199
1774,8,0.2,0.5,mean,400,199.5,31.5875,0.7059200489697601,1.0413713000557225
1775,8,0.2,0.55,mean,400,199.5,31.99,0.7312213194950441,1.078575391415445
1776,8,0.2,0.6,mean,400,199.5,32.8675,0.7463913966940072,1.1012652890597112
1777,8,0.2,0.65,mean,400,199.5,33.2375,0.7638780170921998,1.1273539321441302
1778,8,0.2,0.7,mean,400,199.5,33.39,0.7807852308073013,1.1523740704587926
1779,8,0.2,0.75,mean,400,199.5,33.94,0.7862038238345868,1.1611752683310277
1780,8,0.2,0.8,mean,400,199.5,34.9075,0.7795630213785785,1.149674580703306
1781,8,0.25,0.2,mean,400,199.5,20.19,0.4567723379544191,0.670364262406905
1782,8,0.25,0.25,mean,400,199.5,21.35,0.5162188821440186,0.7589838834310133
1783,8,0.25,0.3,mean,400,199.5,22.34,0.5613857071713155,0.826138316872332
1784,8,0.25,0.35,mean,400,199.5,23.12,0.6056692247634491,0.8917696635019218
1785,8,0.25,0.4,mean,400,199.5,23.57,0.6540515035927197,0.9645085801106634
1786,8,0.25,0.45,mean,400,199.5,24.515,0.6815421456510804,1.0052810397033047
1787,8,0.25,0.5,mean,400,199.5,24.6425,0.7115867161166527,1.0501917693201508
1788,8,0.25,0.55,mean,400,199.5,25.1525,0.7347866976036878,1.0848917068369277
1789,8,0.25,0.6,mean,400,199.5,25.6825,0.755300265847952,1.1141394026156173
1790,8,0.25,0.65,mean,400,199.5,25.825,0.7681570094174914,1.134652696020282
1791,8,0.25,0.7,mean,400,199.5,26.5525,0.7737705464970216,1.1420722638080512
1792,8,0.25,0.75,mean,400,199.5,26.7575,0.7851409094920099,1.1588421169404655
1793,8,0.25,0.8,mean,400,199.5,26.865,0.7881127600967278,1.1640704741199146
1794,8,0.3,0.2,mean,400,199.5,16.0525,0.4735059738096203,0.6957398569778267
1795,8,0.3,0.25,mean,400,199.5,17.365,0.5219863171261296,0.7679115306559681
1796,8,0.3,0.3,mean,400,199.5,18.075,0.5772935135925613,0.849674848602026
1797,8,0.3,0.35,mean,400,199.5,18.8,0.6191244954813923,0.9119629865382265
1798,8,0.3,0.4,mean,400,199.5,19.42,0.6539638760020091,0.9630161303941337
1799,8,0.3,0.45,mean,400,199.5,19.84,0.6873393486177407,1.0145266920493397
1800,8,0.3,0.5,mean,400,199.5,20.3225,0.7149699229944769,1.0549831689343245
1801,8,0.3,0.55,mean,400,199.5,20.385,0.7480859632716087,1.1039651030375952
1802,8,0.3,0.6,mean,400,199.5,20.7375,0.7663740612559299,1.1306415672838683
1803,8,0.3,0.65,mean,400,199.5,21.12,0.7744923847100473,1.1441519543726109
1804,8,0.3,0.7,mean,400,199.5,21.7275,0.7725153405874237,1.1406645916176503
1805,8,0.3,0.75,mean,400,199.5,21.495,0.7955312308813997,1.175374221616483
1806,8,0.3,0.8,mean,400,199.5,21.935,0.7896984559360442,1.1660409757913655
1807,8,0.35,0.2,mean,400,199.5,13.575,0.47189180397753683,0.6935148146193226
1808,8,0.35,0.25,mean,400,199.5,14.41,0.5340990955255027,0.7848225623633601
1809,8,0.35,0.3,mean,400,199.5,15.0775,0.5852885172662634,0.861614938727745
1810,8,0.35,0.35,mean,400,199.5,15.8075,0.618815483583959,0.9113638783246936
1811,8,0.35,0.4,mean,400,199.5,16.2,0.6620823661247673,0.9755482275286721
1812,8,0.35,0.45,mean,400,199.5,16.76,0.6870874940379599,1.0126759356819814
1813,8,0.35,0.5,mean,400,199.5,17.04,0.7234807391548315,1.067269518523899
1814,8,0.35,0.55,mean,400,199.5,17.2075,0.7472377547373855,1.1035997679717808
1815,8,0.35,0.6,mean,400,199.5,17.215,0.7741564605833513,1.144509778659978
1816,8,0.35,0.65,mean,400,199.5,17.84,0.7755153079002989,1.146001334318794
1817,8,0.35,0.7,mean,400,199.5,17.8575,0.7893958532475993,1.1659354358653322
1818,8,0.35,0.75,mean,400,199.5,18.065,0.790005147698341,1.1666239501505735
1819,8,0.35,0.8,mean,400,199.5,18.335,0.7910758995994088,1.1682867930051843
1820,8,0.4,0.2,mean,400,199.5,11.6375,0.48738951964484833,0.716022419726909
1821,8,0.4,0.25,mean,400,199.5,12.1175,0.5462577658282411,0.8037182921978738
1822,8,0.4,0.3,mean,400,199.5,12.77,0.594743601005108,0.8757425123968383
1823,8,0.4,0.35,mean,400,199.5,13.4725,0.6306152215010447,0.9285188782745574
1824,8,0.4,0.4,mean,400,199.5,13.8075,0.6770189557584164,1.0002500141817567
1825,8,0.4,0.45,mean,400,199.5,13.9825,0.7125220875259235,1.0513068105107908
1826,8,0.4,0.5,mean,400,199.5,14.3375,0.741014749570428,1.0941641736379744
1827,8,0.4,0.55,mean,400,199.5,14.7175,0.7560458861519789,1.1173159240371366
1828,8,0.4,0.6,mean,400,199.5,14.725,0.7790856567872352,1.150910806715368
1829,8,0.4,0.65,mean,400,199.5,15.1625,0.7866513066925479,1.1609023584662472
1830,8,0.4,0.7,mean,400,199.5,15.2125,0.7948766307315551,1.17498556074423
1831,8,0.4,0.75,mean,400,199.5,15.375,0.7942394159207485,1.173063073969734
1832,8,0.4,0.8,mean,400,199.5,15.455,0.7985391606220845,1.1807557713720949
1833,8,0.45,0.2,mean,400,199.5,10.14,0.488808878164136,0.7176295737280171
1834,8,0.45,0.25,mean,400,199.5,10.6575,0.5458475802832191,0.8039430098198569
1835,8,0.45,0.3,mean,400,199.5,11.0325,0.6120113748565644,0.9028427870571933
1836,8,0.45,0.35,mean,400,199.5,11.6325,0.6458375020816192,0.9518964410698132
1837,8,0.45,0.4,mean,400,199.5,12.2275,0.6721571983705,0.9909943324842452
1838,8,0.45,0.45,mean,400,199.5,12.3975,0.7152283609270763,1.0557943932554656
1839,8,0.45,0.5,mean,400,199.5,12.4625,0.7420470636702234,1.0961237457094888
1840,8,0.45,0.55,mean,400,199.5,12.485,0.7734660476960724,1.1422265673180199
1841,8,0.45,0.6,mean,400,199.5,13.02,0.7753002268343363,1.1457575222465102
1842,8,0.45,0.65,mean,400,199.5,13.025,0.7960732761812304,1.1766685910097348
1843,8,0.45,0.7,mean,400,199.5,13.365,0.7927314576529092,1.1724965364162507
1844,8,0.45,0.75,mean,400,199.5,13.1725,0.8055311470551528,1.190379907606151
1845,8,0.45,0.8,mean,400,199.5,13.6175,0.7863192209326411,1.1605537229184335
1846,8,0.5,0.2,mean,400,199.5,8.5975,0.505275268171858,0.7426804826499779
1847,8,0.5,0.25,mean,400,199.5,9.2275,0.5633272920068437,0.8298054820875025
1848,8,0.5,0.3,mean,400,199.5,9.515,0.6210099150790986,0.9162788642720188
1849,8,0.5,0.35,mean,400,199.5,9.73,0.6800085470754506,1.00364948913655
1850,8,0.5,0.4,mean,400,199.5,10.4125,0.6989793770300508,1.0328185804285466
1851,8,0.5,0.45,mean,400,199.5,10.5275,0.730626668557038,1.0804417043512415
1852,8,0.5,0.5,mean,400,199.5,10.7875,0.7575423151337568,1.1187187537283416
1853,8,0.5,0.55,mean,400,199.5,11.1625,0.774049117035242,1.1440901023505106
1854,8,0.5,0.6,mean,400,199.5,10.895,0.8097446829607996,1.1967585849145337
1855,8,0.5,0.65,mean,400,199.5,11.27,0.8036804159281437,1.1875794339188823
1856,8,0.5,0.7,mean,400,199.5,11.6,0.7956221415573032,1.1758472333178387
1857,8,0.5,0.75,mean,400,199.5,11.7375,0.796607996470837,1.177141505345463
1858,8,0.5,0.8,mean,400,199.5,11.6575,0.7965184717487432,1.175984136173613
1859,8,0.55,0.2,mean,400,199.5,7.705,0.5091285871218129,0.7495770898559333
1860,8,0.55,0.25,mean,400,199.5,8.135,0.5764968725069063,0.8507712136429149
1861,8,0.55,0.3,mean,400,199.5,8.6675,0.6234396857972595,0.9200413124856168
1862,8,0.55,0.35,mean,400,199.5,8.9975,0.6626437008701968,0.9786293851385763
1863,8,0.55,0.4,mean,400,199.5,9.1775,0.706331344805076,1.0428620390284653
1864,8,0.55,0.45,mean,400,199.5,9.1975,0.7486492926340342,1.1068083799327832
1865,8,0.55,0.5,mean,400,199.5,9.5675,0.766454733378891,1.1331613642018008
1866,8,0.55,0.55,mean,400,199.5,9.6025,0.7923496971099524,1.1730077078674612
1867,8,0.55,0.6,mean,400,199.5,9.83,0.8061470851216117,1.192499258245195
1868,8,0.55,0.65,mean,400,199.5,9.785,0.8192792529261017,1.2117341754528836
1869,8,0.55,0.7,mean,400,199.5,9.9775,0.8151814657955447,1.2065153545408496
1870,8,0.55,0.75,mean,400,199.5,10.0375,0.812643422404935,1.2022177741256277
1871,8,0.55,0.8,mean,400,199.5,10.365,0.7915085581523776,1.1710105850308936
1872,8,0.6,0.2,mean,400,199.5,7.035,0.521040071665628,0.7662965705025989
1873,8,0.6,0.25,mean,400,199.5,7.3625,0.5775698173779024,0.851695217515292
1874,8,0.6,0.3,mean,400,199.5,7.535,0.6441878295977032,0.9514387361958563
1875,8,0.6,0.35,mean,400,199.5,7.87,0.6852388498603419,1.011155117346365
1876,8,0.6,0.4,mean,400,199.5,8.0625,0.7255203213640972,1.0723238506581998
1877,8,0.6,0.45,mean,400,199.5,8.3675,0.750785977006971,1.110418344391511
1878,8,0.6,0.5,mean,400,199.5,8.295,0.792853350973497,1.1731456507509175
1879,8,0.6,0.55,mean,400,199.5,8.57,0.8035486480467506,1.1873396704680337
1880,8,0.6,0.6,mean,400,199.5,8.605,0.8185293445327784,1.2112046898162807
1881,8,0.6,0.65,mean,400,199.5,8.8175,0.8150705313638167,1.2057219678313909
1882,8,0.6,0.7,mean,400,199.5,8.8025,0.8245123157256424,1.2198175671347198
1883,8,0.6,0.75,mean,400,199.5,8.9475,0.8108108643201009,1.1992872041897749
1884,8,0.6,0.8,mean,400,199.5,8.92,0.8026046443526063,1.1862833261217398
1885,8,0.65,0.2,mean,400,199.5,6.1275,0.5368751310926296,0.7915036518015819
1886,8,0.65,0.25,mean,400,199.5,6.36,0.606792253028837,0.8943421821430892
1887,8,0.65,0.3,mean,400,199.5,6.7575,0.6512763711118579,0.9618439837480546
1888,8,0.65,0.35,mean,400,199.5,7.0575,0.6970553955225901,1.0298131006143791
1889,8,0.65,0.4,mean,400,199.5,7.225,0.7338596379324622,1.0845963450260105
1890,8,0.65,0.45,mean,400,199.5,7.3425,0.7741322470202873,1.1445762542481124
1891,8,0.65,0.5,mean,400,199.5,7.395,0.8045271300340003,1.1902048121097955
1892,8,0.65,0.55,mean,400,199.5,7.655,0.8124097430375642,1.201510414703043
1893,8,0.65,0.6,mean,400,199.5,7.66,0.82773340664947,1.2241853236776785
1894,8,0.65,0.65,mean,400,199.5,7.7575,0.8337812931374454,1.2331108445708885
1895,8,0.65,0.7,mean,400,199.5,7.6975,0.8394127514825652,1.2427273054027266
1896,8,0.65,0.75,mean,400,199.5,7.895,0.817665678124988,1.2091438079916152
1897,8,0.65,0.8,mean,400,199.5,7.995,0.79483993888235,1.1750346243679066
1898,8,0.7,0.2,mean,400,199.5,5.33,0.5596122709533267,0.825091939351567
1899,8,0.7,0.25,mean,400,199.5,5.67,0.6232284573413542,0.9189112526620765
1900,8,0.7,0.3,mean,400,199.5,6.025,0.6729921365691998,0.9937738514126839
1901,8,0.7,0.35,mean,400,199.5,6.2625,0.7191122768163958,1.0629856155273165
1902,8,0.7,0.4,mean,400,199.5,6.3475,0.7605685824192848,1.1251153788230994
1903,8,0.7,0.45,mean,400,199.5,6.5975,0.7873034439976611,1.1637864217699283
1904,8,0.7,0.5,mean,400,199.5,6.6575,0.8109712693915218,1.2010463985372917
1905,8,0.7,0.55,mean,400,199.5,6.79,0.828121038238568,1.224666679343008
1906,8,0.7,0.6,mean,400,199.5,6.91,0.8333951952918995,1.2315014825737978
1907,8,0.7,0.65,mean,400,199.5,6.915,0.8392169194760897,1.241474866499385
1908,8,0.7,0.7,mean,400,199.5,7.0175,0.8278227407547328,1.223684100543988
1909,8,0.7,0.75,mean,400,199.5,6.8975,0.8324637319974069,1.230177381392282
1910,8,0.7,0.8,mean,400,199.5,7.0275,0.8046606516629844,1.1906840989029341
1911,8,0.75,0.2,mean,400,199.5,4.8025,0.5714814786035693,0.8425211747204686
1912,8,0.75,0.25,mean,400,199.5,5.1775,0.6320928283775106,0.9334796637441175
1913,8,0.75,0.3,mean,400,199.5,5.315,0.6982522459836388,1.0311900164793804
1914,8,0.75,0.35,mean,400,199.5,5.5525,0.7340529437313394,1.086065027227572
1915,8,0.75,0.4,mean,400,199.5,5.6175,0.787297487464026,1.164847575446241
1916,8,0.75,0.45,mean,400,199.5,5.8275,0.8099722682313875,1.1981872086704533
1917,8,0.75,0.5,mean,400,199.5,5.98,0.8286388569385575,1.2267317943893217
1918,8,0.75,0.55,mean,400,199.5,6.0425,0.8428107388906131,1.24742911311261
1919,8,0.75,0.6,mean,400,199.5,6.0775,0.85098942782951,1.2601784462451588
1920,8,0.75,0.65,mean,400,199.5,6.145,0.8483206252943488,1.2556623442041976
1921,8,0.75,0.7,mean,400,199.5,6.0475,0.8585618461426482,1.2694371900837655
1922,8,0.75,0.75,mean,400,199.5,6.2175,0.8270639722050496,1.223106068917876
1923,8,0.75,0.8,mean,400,199.5,6.2075,0.8059470702735938,1.190998022574834
1924,8,0.8,0.2,mean,400,199.5,4.34,0.5929116029179952,0.8750668751752267
1925,8,0.8,0.25,mean,400,199.5,4.585,0.6539899859310689,0.9663179516470939
1926,8,0.8,0.3,mean,400,199.5,4.8275,0.707077559541503,1.0445162379942352
1927,8,0.8,0.35,mean,400,199.5,4.9,0.7691746335097442,1.1394081352852141
1928,8,0.8,0.4,mean,400,199.5,5.05,0.809343291096606,1.198156514042762
1929,8,0.8,0.45,mean,400,199.5,5.0725,0.8493129872227254,1.2577478107680293
1930,8,0.8,0.5,mean,400,199.5,5.31,0.8505764115137527,1.2602771216246955
1931,8,0.8,0.55,mean,400,199.5,5.32,0.8688113164164523,1.2866888798993719
1932,8,0.8,0.6,mean,400,199.5,5.3375,0.8865460782587979,1.312434709086755
1933,8,0.8,0.65,mean,400,199.5,5.3975,0.8795694701011217,1.3006826511505147
1934,8,0.8,0.7,mean,400,199.5,5.465,0.8608579118768789,1.2725067386071545
1935,8,0.8,0.75,mean,400,199.5,5.465,0.8401588895325927,1.2418831622530884
1936,8,0.8,0.8,mean,400,199.5,5.495,0.8048572755411175,1.188878074417756
1937,8,0.85,0.2,mean,400,199.5,3.84,0.615346729098962,0.9091009657206089
1938,8,0.85,0.25,mean,400,199.5,4.03,0.6926021967711344,1.0236076316612637
1939,8,0.85,0.3,mean,400,199.5,4.21,0.7559205811602913,1.1188109542374194
1940,8,0.85,0.35,mean,400,199.5,4.3275,0.8035217190914833,1.1889070764177327
1941,8,0.85,0.4,mean,400,199.5,4.405,0.8469754221828795,1.254510952120292
1942,8,0.85,0.45,mean,400,199.5,4.525,0.8772138021949263,1.2992971045471011
1943,8,0.85,0.5,mean,400,199.5,4.5675,0.9051125286341941,1.340105965201123
1944,8,0.85,0.55,mean,400,199.5,4.6125,0.9146226572357614,1.354437590348955
1945,8,0.85,0.6,mean,400,199.5,4.735,0.9102135862664177,1.3467681398325033
1946,8,0.85,0.65,mean,400,199.5,4.7425,0.902124573711481,1.3336652301317486
1947,8,0.85,0.7,mean,400,199.5,4.7325,0.8898839001623038,1.314655656433955
1948,8,0.85,0.75,mean,400,199.5,4.795,0.8546439111717582,1.2626833236525001
1949,8,0.85,0.8,mean,400,199.5,4.8575,0.8099112184403944,1.195804562306287
1950,8,0.9,0.2,mean,400,199.5,3.365,0.6516662895703099,0.9629023376306962
1951,8,0.9,0.25,mean,400,199.5,3.4925,0.7356040568035547,1.0878302540577625
1952,8,0.9,0.3,mean,400,199.5,3.64,0.8014044895210176,1.1862815386681136
1953,8,0.9,0.35,mean,400,199.5,3.795,0.8502697612346293,1.2587202017121675
1954,8,0.9,0.4,mean,400,199.5,3.9,0.8878107651800665,1.3145733753895137
1955,8,0.9,0.45,mean,400,199.5,3.9025,0.9349657089043915,1.38389047888183
1956,8,0.9,0.5,mean,400,199.5,4.025,0.9412043810055812,1.3937622268061844
1957,8,0.9,0.55,mean,400,199.5,4.05,0.9541230440559059,1.411361048406297
1958,8,0.9,0.6,mean,400,199.5,4.1075,0.9507853916090467,1.4063515339178607
1959,8,0.9,0.65,mean,400,199.5,4.1425,0.9349318249054426,1.3807322484972673
1960,8,0.9,0.7,mean,400,199.5,4.115,0.9226860383560289,1.362275671517945
1961,8,0.9,0.75,mean,400,199.5,4.105,0.8892575695191673,1.3132855936051364
1962,8,0.9,0.8,mean,400,199.5,4.14,0.8325499712004478,1.2288098114003503
1963,8,0.95,0.2,mean,400,199.5,2.91,0.7083151688724356,1.0469000213871988
1964,8,0.95,0.25,mean,400,199.5,3.02,0.7890155861630695,1.1679289099106276
1965,8,0.95,0.3,mean,400,199.5,3.13,0.8619713213769887,1.2772919038269595
